"Table 332.45. Percentage of graduate degree completers with student loan debt and average cumulative amount owed, by level of education funded and graduate degree type, institution control, and degree program: 
              Selected years, 1999-2000 through 2015-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Standard errors appear in parentheses],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Graduate degree type, institution control, and degree program",Loans for graduate education only,,,,,,,,,,,,,,,Total loans (for undergraduate and graduate education),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"\2\Includes chiropractic, dentistry, law, medicine, optometry, pharmacy, podiatry, and veterinary medicine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"\3\Includes public administration or policy, social work, fine arts, public health, and other.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"\4\Includes chiropractic, dentistry, optometry, pharmacy, podiatry, and veterinary medicine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"\5\Includes science or engineering, psychology, business or public administration, fine arts, theology, and other. Estimates for 2011–12 and 2015–16 also include ""other professional practice doctoral degrees,"" which were not reported as a separate category in previous years. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"\6\Constant dollars based on the Consumer Price Index, prepared by the Bureau of Labor Statistics, U.S. Department of Labor, adjusted to a school-year basis. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NOTE: Data refer to students who completed graduate degrees in the academic years indicated. Data are based on the principal balance (excluding interest) as of June 30th of the survey year (e.g., the 2015‒16 data are based on the principal balance as of June 30, 2016). Average amounts owed were calculated only for graduate degree completers who had outstanding loans at the level of education indicated. Data include federal and private student loans, but exclude Parent PLUS loans. Direct Subsidized Loans for graduate students were discontinued after academic year 2011–12.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOURCE: U.S. Department of Education, National Center for Education Statistics, 1999-2000, 2003-04, 2007-08, 2011-12, and 2015-16 National Postsecondary Student Aid Study (NPSAS:2000, NPSAS:04, NPSAS:08, NPSAS:12, and NPSAS:16). (This table was prepared August 2020.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
